region,#,Building Name,City,Height (m),Height (ft),Floors,Completion,Material,Use,timestamp
North America,1225,Three Harbour Green,Vancouver (CA),130,426,33,2012,concrete,residential,2019-01-18T02:39:17Z
North America,1226,500 Brickell East Tower,Miami (US),129.9,426,42,2007,concrete,residential,2019-01-18T02:39:17Z
North America,1226,500 Brickell West Tower,Miami (US),129.9,426,42,2007,concrete,residential,2019-01-18T02:39:17Z
North America,1226,Eugenie Square,Chicago (US),129.9,426,42,1972,concrete,residential,2019-01-18T02:39:17Z
North America,1229,Peter Street Condominiums,Toronto (CA),129.9,426,40,2015,concrete,residential,2019-01-18T02:39:17Z
North America,1229,The Spires,Houston (US),129.9,426,40,1983,concrete,residential,2019-01-18T02:39:17Z
North America,1231,The Carlyle,New York City (US),129.9,426,38,1931,steel,residential / hotel,2019-01-18T02:39:17Z
North America,1232,The Vue at Lake Eola,Orlando (US),129.9,426,35,2007,concrete,residential,2019-01-18T02:39:17Z
North America,1233,Milwaukee Center,Milwaukee (US),129.9,426,28,1988,concrete,office,2019-01-18T02:39:17Z
North America,1234,Ocean Two Condominiums I,Sunny Isles Beach (US),129.8,426,40,2001,concrete,residential,2019-01-18T02:39:17Z
North America,1234,Ocean Two Condominiums II,Sunny Isles Beach (US),129.8,426,40,2001,concrete,residential,2019-01-18T02:39:17Z
North America,1236,The Promenade,New York City (US),129.8,426,37,1987,concrete,residential,2019-01-18T02:39:17Z
North America,1237,Fairmont Hotel,Chicago (US),129.8,426,37,1987,concrete,hotel,2019-01-18T02:39:17Z
North America,1238,The Rushmore,New York City (US),129.5,425,41,2008,concrete,residential,2019-01-18T02:39:17Z
North America,1239,Avenue,Charlotte (US),129.5,425,36,2007,concrete,residential,2019-01-18T02:39:17Z
North America,1239,Blue on the Bay,Miami (US),129.5,425,36,2005,concrete,residential,2019-01-18T02:39:17Z
North America,1241,1835 Market Street,Philadelphia (US),129.5,425,29,1986,steel,office,2019-01-18T02:39:17Z
North America,1242,Yorkville Towers,New York City (US),129.5,425,42,1975,concrete,residential,2019-01-18T02:39:17Z
North America,1243,The Easton,New York City (US),129.5,425,36,2016,concrete,residential / education,2019-01-18T02:39:17Z
North America,1244,Tour Bell Canada,Montreal (CA),129.5,425,28,1983,steel,office,2019-01-18T02:39:17Z
North America,1245,505 Montgomery,San Francisco (US),129.5,425,24,1988,steel,office,2019-01-18T02:39:17Z
North America,1246,Sky55,Chicago (US),129.4,425,40,2006,concrete,residential,2019-01-18T02:39:17Z
North America,1247,507 Chelsea,New York City (US),129.4,425,35,2017,concrete,residential,2019-01-18T02:39:17Z
North America,1248,Grand Hyatt San Antonio,San Antonio (US),129.3,424,34,2008,concrete,office / hotel,2019-01-18T02:39:17Z
North America,1249,Northshore,Austin (US),129.3,424,38,2016,concrete,residential,2019-01-18T02:39:17Z
North America,1250,Harbor Club East,San Diego (US),129.2,424,41,1992,concrete,residential,2019-01-18T02:39:17Z
North America,1250,Harbor Club West,San Diego (US),129.2,424,41,1992,concrete,residential,2019-01-18T02:39:17Z
North America,1252,75 Rockefeller Plaza,New York City (US),129.2,424,33,1947,steel,office,2019-01-18T02:39:17Z
North America,1253,Whitehall Building Annex,New York City (US),129.2,424,31,1910,steel,office,2019-01-18T02:39:17Z
North America,1254,One PNC Plaza,Pittsburgh (US),129.2,424,30,1972,steel,office,2019-01-18T02:39:17Z
North America,1255,Mortimer B. Zuckerman Research Center,New York City (US),129.2,424,25,2008,steel,office / hospital / other,2019-01-18T02:39:17Z
North America,1256,Le Port-Royal,Montreal (CA),129.2,424,33,1964,concrete,residential,2019-01-18T02:39:17Z
North America,1257,Crystal Blu,Toronto (CA),129.1,424,36,2010,concrete,residential,2019-01-18T02:39:17Z
North America,1258,1800 Club,Miami (US),129.1,423,40,2007,concrete,residential,2019-01-18T02:39:17Z
North America,1259,Leaside Towers East,Toronto (CA),129,423,44,1970,concrete,residential,2019-01-18T02:39:17Z
North America,1259,Leaside Towers West,Toronto (CA),129,423,44,1970,concrete,residential,2019-01-18T02:39:17Z
North America,1261,Rio Condominium & Spa,New York City (US),129,423,39,1986,concrete,residential,2019-01-18T02:39:17Z
North America,1262,VUE at Brickell,Miami (US),129,423,36,2004,concrete,residential / office / retail,2019-01-18T02:39:17Z
North America,1263,Fifth Third Center,Cincinnati (US),129,423,32,1969,steel,office,2019-01-18T02:39:17Z
North America,1264,Brickell on the River South Tower,Miami (US),128.9,423,42,2007,concrete,residential,2019-01-18T02:39:17Z
North America,1264,ICON at South Beach,Miami Beach (US),128.9,423,42,2004,concrete,residential,2019-01-18T02:39:17Z
North America,1264,Palms Casino Hotel,Las Vegas (US),128.9,423,42,2001,concrete,hotel / casino,2019-01-18T02:39:17Z
North America,1267,The Bowie,Austin (US),128.9,423,37,2015,concrete,residential,2019-01-18T02:39:17Z
North America,1268,Rio Masquerade Tower,Las Vegas (US),128.9,423,42,1997,concrete,hotel / casino,2019-01-18T02:39:17Z
North America,1269,The Collection,Honolulu (US),128.6,422,43,2016,concrete,residential,2019-01-18T02:39:17Z
North America,1270,195 Broadway,New York City (US),128.6,422,29,1922,steel,office,2019-01-18T02:39:17Z
North America,1271,Wells Fargo Center,Salt Lake City (US),128.6,422,26,1998,steel,office,2019-01-18T02:39:17Z
North America,1272,Archstone Chelsea,New York City (US),128.6,422,36,2004,concrete,residential,2019-01-18T02:39:17Z
North America,1273,180 Riverside Boulevard at Trump Place,New York City (US),128.6,422,40,1998,concrete,residential,2019-01-18T02:39:17Z
North America,1274,Moana Pacific East Tower,Honolulu (US),128.5,422,46,2008,concrete,residential,2019-01-18T02:39:17Z
North America,1274,Moana Pacific West Tower,Honolulu (US),128.5,422,46,2008,concrete,residential,2019-01-18T02:39:17Z
North America,1276,2020 North Lincoln Park West,Chicago (US),128.3,421,39,1971,concrete,residential,2019-01-18T02:39:17Z
North America,1277,Picasso on Richmond,Toronto (CA),128.3,421,39,2016,concrete,residential,2019-01-18T02:39:17Z
North America,1278,CenturyLink Building,Minneapolis (US),128.3,421,26,1932,steel,office,2019-01-18T02:39:17Z
North America,1279,One Sutton Place North,New York City (US),128.2,421,41,2003,concrete,residential,2019-01-18T02:39:17Z
North America,1279,Two Sutton Place North,New York City (US),128.2,421,41,2014,concrete,residential,2019-01-18T02:39:17Z
North America,1281,Skybridge,Chicago (US),128.2,421,39,2003,concrete,residential,2019-01-18T02:39:17Z
North America,1282,Market Tower,Indianapolis (US),128.2,421,32,1988,concrete,office,2019-01-18T02:39:17Z
North America,1283,2 Columbus,New York City (US),128,420,41,1998,concrete,residential,2019-01-18T02:39:17Z
North America,1283,The Infinity II,San Francisco (US),128,420,41,2009,concrete,residential,2019-01-18T02:39:17Z
North America,1283,Vantage Pointe Condominium,San Diego (US),128,420,41,2009,concrete,residential,2019-01-18T02:39:17Z
North America,1286,Park Place on Peachtree,Atlanta (US),128,420,40,1986,concrete,residential,2019-01-18T02:39:17Z
North America,1287,PNC Plaza,Louisville (US),128,420,30,1971,concrete,office,2019-01-18T02:39:17Z
North America,1288,Justice Center,Cleveland (US),128,420,26,1977,steel,office / government,2019-01-18T02:39:17Z
North America,1289,561 Sherbourne,Toronto (CA),128,420,43,2018,concrete,residential,2019-01-18T02:39:17Z
North America,1290,The Mark on Brickell,Miami (US),128,420,36,2001,concrete,residential,2019-01-18T02:39:17Z
North America,1291,The Sinclair,Chicago (US),128,420,35,2017,concrete,residential,2019-01-18T02:39:17Z
North America,1292,CanWest Place,Winnipeg (CA),128,420,33,1990,concrete,office,2019-01-18T02:39:17Z
North America,1293,Panorama Tower I,Las Vegas (US),128,420,32,2006,concrete,residential,2019-01-18T02:39:17Z
North America,1293,Panorama Tower II,Las Vegas (US),128,420,32,2008,concrete,residential,2019-01-18T02:39:17Z
North America,1293,TD West Tower,Toronto (CA),128,420,32,1974,composite,office,2019-01-18T02:39:17Z
North America,1296,JPMorgan Chase Building,San Francisco (US),128,420,31,2002,steel,office,2019-01-18T02:39:17Z
North America,1297,LDS Office Building,Salt Lake City (US),128,420,30,1973,steel,office,2019-01-18T02:39:17Z
North America,1298,Centre Mont-Royal,Montreal (CA),128,420,28,1974,concrete,office,2019-01-18T02:39:17Z
North America,1299,Torre Glorieta,Mexico City (MX),127.9,420,26,2016,composite,office,2019-01-18T02:39:17Z
North America,1300,2828 Peachtree Luxury Condominiums,Atlanta (US),127.9,420,33,2002,concrete,residential,2019-01-18T02:39:17Z
North America,1301,Federal Building,Cleveland (US),127.7,419,31,1967,steel,government,2019-01-18T02:39:17Z
North America,1302,Keola Lai,Honolulu (US),127.7,419,42,2008,concrete,residential,2019-01-18T02:39:17Z
North America,1303,Tour Scotia,Montreal (CA),127.6,419,27,1990,concrete,office,2019-01-18T02:39:17Z
North America,1304,100 East Pratt Street,Baltimore (US),127.6,418,28,1992,steel,office,2019-01-18T02:39:17Z
North America,1305,219 East 44th Street,New York City (US),127.5,418,34,2016,concrete,residential / hotel,2019-01-18T02:39:17Z
North America,1306,Waihonua at Kewalo,Honolulu (US),127.4,418,43,2015,concrete,residential,2019-01-18T02:39:17Z
North America,1307,Hokua at 1288 Ala Moana,Honolulu (US),127.4,418,40,2006,concrete,residential,2019-01-18T02:39:17Z
North America,1308,Oakbrook Terrace Tower,Oakbrook Terrace (US),127.4,418,31,1986,composite,office,2019-01-18T02:39:17Z
North America,1309,Pacifica Honolulu,Honolulu (US),127.4,418,46,2012,concrete,residential,2019-01-18T02:39:17Z
North America,1310,Patina,Vancouver (CA),127.4,418,42,2011,concrete,residential,2019-01-18T02:39:17Z
North America,1311,Axis on Brickell North Tower,Miami (US),127.4,418,40,2008,concrete,residential,2019-01-18T02:39:17Z
North America,1311,Axis on Brickell South Tower,Miami (US),127.4,418,40,2008,concrete,residential,2019-01-18T02:39:17Z
North America,1311,The Paramount,San Francisco (US),127.4,418,40,2002,precast,residential,2019-01-18T02:39:17Z
North America,1314,515 West 36th Street,New York City (US),127.4,418,38,2018,concrete,residential,2019-01-18T02:39:17Z
North America,1315,80 Broad Street,New York City (US),127.4,418,36,1931,steel,office,2019-01-18T02:39:17Z
North America,1315,The Waiea,Honolulu (US),127.4,418,36,2016,concrete,residential,2019-01-18T02:39:17Z
North America,1317,Pacwest Center,Portland (US),127.4,418,30,1984,composite,office,2019-01-18T02:39:17Z
North America,1318,SEP Torre Independencia,Mexico City (MX),127.4,418,25,1962,steel,abandoned,2019-01-18T02:39:17Z
North America,1319,Nauru Tower,Honolulu (US),127.1,417,44,1992,concrete,residential,2019-01-18T02:39:17Z
North America,1320,Alta at K Station - East Tower,Chicago (US),127.1,417,41,2010,concrete,residential,2019-01-18T02:39:17Z
North America,1321,Hidden Bay 1,Aventura (US),127.1,417,40,2000,concrete,residential,2019-01-18T02:39:17Z
North America,1322,18 Yonge Condominiums,Toronto (CA),127.1,417,39,2006,concrete,residential,2019-01-18T02:39:17Z
North America,1323,First National Bank Building,St. Paul (US),127.1,417,32,1931,steel,office,2019-01-18T02:39:17Z
North America,1324,Toronto Dominion Tower,Vancouver (CA),127.1,417,30,1972,steel,office,2019-01-18T02:39:17Z
North America,1325,The Pinnacle at Symphony Place,Nashville (US),127.1,417,29,2010,concrete,office,2019-01-18T02:39:17Z
North America,1326,Humana Building,Louisville (US),127.1,417,27,1985,steel,office,2019-01-18T02:39:17Z
North America,1327,Landmark Place,Hamilton (CA),127,417,43,1974,concrete,residential,2019-01-18T02:39:17Z
North America,1328,PSV2,Mississauga (CA),127,417,42,2017,concrete,residential,2019-01-18T02:39:17Z
North America,1329,Solaris East at Metrogate,Toronto (CA),127,417,40,2011,concrete,residential,2019-01-18T02:39:17Z
North America,1329,Solaris West at Metrogate,Toronto (CA),127,417,40,2011,concrete,residential,2019-01-18T02:39:17Z
North America,1331,Silver,Burnaby (CA),127,417,38,2015,concrete,residential,2019-01-18T02:39:17Z
North America,1332,Providian Financial Building,San Francisco (US),127,417,30,1983,steel,office,2019-01-18T02:39:17Z
North America,1333,Ko'olani,Honolulu (US),126.8,416,47,2006,concrete,residential,2019-01-18T02:39:17Z
North America,1334,Crown Building,New York City (US),126.8,416,25,1921,steel,office,2019-01-18T02:39:17Z
North America,1335,Orange County Courthouse,Orlando (US),126.8,416,24,1997,concrete,government,2019-01-18T02:39:17Z
North America,1336,Quartz,Toronto (CA),126.7,416,41,2015,concrete,residential,2019-01-18T02:39:17Z
North America,1337,Galaxy Towers 1,Guttenberg (US),126.5,415,44,1976,concrete,residential,2019-01-18T02:39:17Z
North America,1337,Galaxy Towers 2,Guttenberg (US),126.5,415,44,1976,concrete,residential,2019-01-18T02:39:17Z
North America,1337,Galaxy Towers 3,Guttenberg (US),126.5,415,44,1976,concrete,residential,2019-01-18T02:39:17Z
North America,1340,Nashua Street Residences,Boston (US),126.5,415,38,2016,steel,residential,2019-01-18T02:39:17Z
North America,1341,Edifice Marie-Guyart,Quebec (CA),126.5,415,33,1972,concrete,office,2019-01-18T02:39:17Z
North America,1342,2 East Erie,Chicago (US),126.5,415,39,2002,concrete,residential,2019-01-18T02:39:17Z
North America,1343,10 East Delaware,Chicago (US),126.4,415,35,2010,concrete,residential,2019-01-18T02:39:17Z
North America,1344,MCI Center,Los Angeles (US),126.3,414,33,1973,steel,office,2019-01-18T02:39:17Z
North America,1345,Capitol Residences,Vancouver (CA),126.2,414,42,2010,concrete,residential,2019-01-18T02:39:17Z
North America,1346,SkyPoint,Tampa (US),126.2,414,32,2007,concrete,residential,2019-01-18T02:39:17Z
North America,1347,Richardson Building,Winnipeg (CA),126.1,414,34,1969,concrete,office,2019-01-18T02:39:17Z
North America,1348,801 South Street Building A,Honolulu (US),126,413,46,2015,concrete,residential,2019-01-18T02:39:17Z
North America,1348,801 South Street Building B,Honolulu (US),126,413,46,2017,concrete,residential,2019-01-18T02:39:17Z
North America,1350,Verve,Toronto (CA),126,413,39,2008,concrete,residential,2019-01-18T02:39:17Z
North America,1351,Emerald City I,Toronto (CA),126,413,37,2014,concrete,residential,2019-01-18T02:39:17Z
North America,1351,Quantum,Toronto (CA),126,413,37,2007,concrete,residential,2019-01-18T02:39:17Z
North America,1353,One Broadway on Brickell,Miami (US),126,413,36,2005,concrete,residential / retail,2019-01-18T02:39:17Z
North America,1354,Three Embarcadero Center,San Francisco (US),126,413,31,1976,steel,office,2019-01-18T02:39:17Z
North America,1354,Two Embarcadero Center,San Francisco (US),126,413,31,1974,steel,office,2019-01-18T02:39:17Z
North America,1356,Telus House,Toronto (CA),126,413,30,2009,concrete,office / retail,2019-01-18T02:39:17Z
North America,1357,Reforma 243,Mexico City (MX),126,413,27,2013,composite,office,2019-01-18T02:39:17Z
North America,1358,50 Columbus,Jersey City (US),125.9,413,36,2007,concrete,residential,2019-01-18T02:39:17Z
North America,1359,First Allied Plaza,San Diego (US),125.6,412,23,2005,steel,residential / office,2019-01-18T02:39:17Z
North America,1360,Eddie Bauer at Lincoln Square,Bellevue (US),125.6,412,28,2007,composite,office,2019-01-18T02:39:17Z
North America,1361,"Continuum on South Beach, North Tower",Miami Beach (US),125.5,412,40,2002,concrete,residential,2019-01-18T02:39:17Z
North America,1362,Ashton,Austin (US),125.5,412,36,2009,concrete,residential,2019-01-18T02:39:17Z
North America,1363,The Club at Brickell Bay,Miami (US),125.3,411,42,2004,concrete,residential,2019-01-18T02:39:17Z
North America,1364,505 5th Avenue,New York City (US),125.3,411,26,2006,concrete,office,2019-01-18T02:39:17Z
North America,1365,The Charleston,Vancouver (CA),125.2,411,42,2018,concrete,residential,2019-01-18T02:39:17Z
North America,1366,425 Lexington Avenue,New York City (US),125.2,411,31,1987,steel,office,2019-01-18T02:39:17Z
North America,1367,MoMo,Chicago (US),125.1,411,32,2008,concrete/steel,residential,2019-01-18T02:39:17Z
North America,1368,Niels Eperson Building,Houston (US),125.1,410,31,1927,steel,office,2019-01-18T02:39:17Z
North America,1369,Chicago,Mississauga (CA),125,410,41,2010,concrete,residential,2019-01-18T02:39:17Z
North America,1370,52 East End Avenue,New York City (US),125,410,40,1987,concrete,residential,2019-01-18T02:39:17Z
North America,1370,Two Tequesta Point,Miami (US),125,410,40,1999,concrete,residential,2019-01-18T02:39:17Z
North America,1372,Luna Vista,Toronto (CA),125,410,38,2010,concrete,residential,2019-01-18T02:39:17Z
North America,1372,Silver Legacy Resort & Casino,Reno (US),125,410,38,1995,concrete,hotel / casino,2019-01-18T02:39:17Z
North America,1374,Vogue Condominiums,Calgary (CA),125,410,36,2017,concrete,residential,2019-01-18T02:39:17Z
North America,1375,PNC Center,Cleveland (US),125,410,35,1980,concrete,office,2019-01-18T02:39:17Z
North America,1376,Chemed Center,Cincinnati (US),125,410,32,1990,concrete,office,2019-01-18T02:39:17Z
North America,1376,One City Centre,Houston (US),125,410,32,1961,steel,office,2019-01-18T02:39:17Z
North America,1376,Punta Poniente,Mexico City (MX),125,410,32,2007,concrete,residential,2019-01-18T02:39:17Z
North America,1379,595 Market Street,San Francisco (US),125,410,30,1979,concrete,office,2019-01-18T02:39:17Z
North America,1379,Le 800,Montreal (CA),125,410,30,1966,composite,office,2019-01-18T02:39:17Z
North America,1381,Corporativo Santa Fe 505,Mexico City (MX),125,410,29,2003,steel,office,2019-01-18T02:39:17Z
North America,1382,707 Fifth Street,Calgary (CA),125,410,27,2017,composite,office,2019-01-18T02:39:17Z
North America,1383,1100 North Lake Shore Drive,Chicago (US),125,410,40,1979,concrete,residential,2019-01-18T02:39:17Z
North America,1384,Lexington Financial Center,Lexington (US),125,410,30,1987,steel,office,2019-01-18T02:39:17Z
North America,1384,Regional Enterprise Tower,Pittsburgh (US),125,410,30,1953,steel,residential / office,2019-01-18T02:39:17Z
North America,1386,Winston Tower,Winston-Salem (US),125,410,29,1966,steel,office,2019-01-18T02:39:17Z
North America,1387,Citylights at Queens Landing,New York City (US),124.9,410,42,1997,concrete,residential,2019-01-18T02:39:17Z
North America,1388,Westin Building,Seattle (US),124.7,409,34,1981,steel,office,2019-01-18T02:39:17Z
North America,1389,Pfizer Building,New York City (US),124.7,409,33,1961,steel,office,2019-01-18T02:39:17Z
North America,1390,Nashville Life & Casualty Tower,Nashville (US),124.7,409,30,1957,steel,office,2019-01-18T02:39:17Z
North America,1391,1270 Avenue of the Americas,New York City (US),124.7,409,31,1932,steel,office,2019-01-18T02:39:17Z
North America,1392,Museum Tower,Chicago (US),124.6,409,38,2006,concrete,residential,2019-01-18T02:39:17Z
North America,1393,TCHC,Toronto (CA),124.5,408,41,2013,concrete,residential,2019-01-18T02:39:17Z
North America,1394,The Plaza in Clayton Residential Tower,Clayton (US),124.5,408,30,2002,concrete,residential,2019-01-18T02:39:17Z
North America,1395,JW Marriott Convention Hotel,Austin (US),124.4,408,34,2015,concrete,hotel,2019-01-18T02:39:17Z
North America,1396,Yonge-Eglinton Centre I,Toronto (CA),124.4,408,30,1974,concrete,office / retail,2019-01-18T02:39:17Z
North America,1397,Malibu East,Chicago (US),124.4,408,45,1970,concrete,residential,2019-01-18T02:39:17Z
North America,1398,1410 Broadway,New York City (US),124.4,408,35,1931,steel,office,2019-01-18T02:39:17Z
North America,1399,300 North Meridian,Indianapolis (US),124.4,408,28,1989,concrete,office,2019-01-18T02:39:17Z
North America,1400,Three Nationwide Plaza,Columbus (US),124.4,408,26,1988,steel,office,2019-01-18T02:39:17Z
North America,1401,Bank of America Plaza,Fort Lauderdale (US),124.4,408,23,2002,concrete,office,2019-01-18T02:39:17Z
North America,1402,Commerce Tower,Kansas City (US),124.1,407,32,1965,steel,office,2019-01-18T02:39:17Z
North America,1403,U.S. Bank Center,Phoenix (US),124.1,407,31,1974,concrete,office,2019-01-18T02:39:17Z
North America,1404,Hullmark Centre II,Toronto (CA),124.1,407,37,2014,concrete,residential,2019-01-18T02:39:17Z
North America,1404,Murano Grande at Portofino,Miami Beach (US),124.1,407,37,2003,concrete,residential,2019-01-18T02:39:17Z
North America,1406,World Trade Center New Orleans,New Orleans (US),124.1,407,33,1967,concrete,office / hotel,2019-01-18T02:39:17Z
North America,1407,Carbonell Condominium,Miami (US),124,407,39,2005,concrete,residential,2019-01-18T02:39:17Z
North America,1408,Aspira Apartments,Seattle (US),124,407,37,2010,concrete,residential,2019-01-18T02:39:17Z
North America,1409,1010 Peachtree,Atlanta (US),124,407,36,2009,concrete,retail / residential,2019-01-18T02:39:17Z
North America,1410,M5V,Toronto (CA),124,407,34,2011,concrete,residential,2019-01-18T02:39:17Z
North America,1411,River House Condominiums,Grand Rapids (US),123.8,406,34,2008,concrete,residential,2019-01-18T02:39:17Z
North America,1412,Benson Tower,New Orleans (US),123.8,406,26,1989,concrete,office,2019-01-18T02:39:17Z
North America,1413,Embassy Suites by Hilton New York Midtown Manhattan,New York City (US),123.7,406,42,2017,concrete,hotel,2019-01-18T02:39:17Z
North America,1414,Kettering Tower,Dayton (US),123.6,405,30,1971,steel,office,2019-01-18T02:39:17Z
North America,1415,River House,New York City (US),123.5,405,28,1931,steel,residential,2019-01-18T02:39:17Z
North America,1416,DKLB BKLN,New York City (US),123.5,405,34,2010,concrete,residential,2019-01-18T02:39:17Z
North America,1417,2727 Kirby,Houston (US),123.5,405,30,2009,concrete,residential,2019-01-18T02:39:17Z
North America,1418,Wells Fargo Building,Philadelphia (US),123.5,405,29,1927,steel,office,2019-01-18T02:39:17Z
North America,1419,Hilton Garden Inn,New York City (US),123.4,405,37,2014,concrete,hotel,2019-01-18T02:39:17Z
North America,1420,The Mark,Vancouver (CA),123.4,405,42,2014,concrete,residential,2019-01-18T02:39:17Z
North America,1421,Hilton Grand Vacations Club II,Las Vegas (US),123.4,405,38,2006,concrete,serviced apartments,2019-01-18T02:39:17Z
North America,1422,Ocean Three Condominiums,Sunny Isles Beach (US),123.4,405,37,2003,concrete,residential,2019-01-18T02:39:17Z
North America,1423,Five West - East Tower,Calgary (CA),123.4,405,28,2008,concrete,residential,2019-01-18T02:39:17Z
North America,1424,Charlie Condos,Toronto (CA),123.3,405,36,2013,concrete,residential,2019-01-18T02:39:17Z
North America,1425,Hennepin County Government Center,Minneapolis (US),123.2,404,24,1977,steel,government,2019-01-18T02:39:17Z
North America,1426,Solari,New York City (US),123.1,404,41,2017,concrete,residential,2019-01-18T02:39:17Z
North America,1427,1300 North Lake Shore Drive,Chicago (US),123.1,404,40,1965,concrete,residential,2019-01-18T02:39:17Z
North America,1428,West End Towers,New York City (US),123.1,404,39,1995,concrete,residential,2019-01-18T02:39:17Z
North America,1429,The Ritz-Carlton Philadelphia,Philadelphia (US),123.1,404,30,1930,steel,hotel,2019-01-18T02:39:17Z
North America,1429,Time-Life Building,Chicago (US),123.1,404,30,1969,concrete,office,2019-01-18T02:39:17Z
North America,1429,Tower Life Building,San Antonio (US),123.1,404,30,1929,steel,office,2019-01-18T02:39:17Z
North America,1432,Ordway Building,Oakland (US),123.1,404,28,1970,steel,office,2019-01-18T02:39:17Z
North America,1433,Hunter's Point South Commons,New York City (US),123.1,404,37,2015,concrete,residential,2019-01-18T02:39:17Z
North America,1434,Fifty South Sixth,Minneapolis (US),123.1,404,30,2001,steel,office,2019-01-18T02:39:17Z
North America,1435,The Montgomery,Chicago (US),123,404,28,1972,concrete,residential,2019-01-18T02:39:17Z
North America,1436,Edmonton House,Edmonton (CA),123,404,45,1971,concrete,residential,2019-01-18T02:39:17Z
North America,1437,Oceanic 2000,Acapulco (MX),123,404,33,1994,concrete,residential / hotel,2019-01-18T02:39:17Z
North America,1438,Paragon Santa Fe,Mexico City (MX),123,404,31,2009,concrete,residential,2019-01-18T02:39:17Z
North America,1439,390 Madison Avenue,New York City (US),122.9,403,32,2018,steel,office,2019-01-18T02:39:17Z
North America,1440,Horizon Apartments,New York City (US),122.8,403,42,1989,concrete,residential,2019-01-18T02:39:17Z
North America,1441,One Coca-Cola Plaza,Atlanta (US),122.8,403,29,1980,steel,office,2019-01-18T02:39:17Z
North America,1442,Ocean 4,Sunny Isles Beach (US),122.8,403,40,2006,concrete,residential,2019-01-18T02:39:17Z
North America,1443,Sapphire I,South Padre Island (US),122.8,403,30,2008,concrete,residential,2019-01-18T02:39:17Z
North America,1444,Galter Pavilion,Chicago (US),122.7,402,22,1999,composite,hospital,2019-01-18T02:39:17Z
North America,1445,US Bank Tower,Sacramento (US),122.6,402,25,2008,steel,office,2019-01-18T02:39:17Z
North America,1446,10 Navy Wharf Court,Toronto (CA),122.5,402,40,2005,concrete,residential,2019-01-18T02:39:17Z
North America,1447,Murano at Portofino,Miami Beach (US),122.5,402,37,2001,concrete,residential,2019-01-18T02:39:17Z
North America,1448,Ballpark Village,San Diego (US),122.5,402,36,2018,concrete,residential,2019-01-18T02:39:17Z
North America,1448,Tableau Condominiums,Toronto (CA),122.5,402,36,2016,concrete,residential / office / retail,2019-01-18T02:39:17Z
North America,1450,Americas 1500,Guadalajara (MX),122.5,402,28,2016,concrete,hotel / office,2019-01-18T02:39:17Z
North America,1451,The Bond,Toronto (CA),122.4,402,41,2017,concrete,residential / retail,2019-01-18T02:39:17Z
North America,1452,3000 Town Center,Southfield (US),122.4,402,32,1975,steel,office,2019-01-18T02:39:17Z
North America,1453,Woodward's 43,Vancouver (CA),122.3,401,41,2010,concrete,residential,2019-01-18T02:39:17Z
North America,1454,Four Seasons Residences Austin,Austin (US),122.3,401,32,2010,concrete,residential,2019-01-18T02:39:17Z
North America,1455,BMO Plaza,Indianapolis (US),122.2,401,31,1988,steel,office,2019-01-18T02:39:17Z
North America,1456,Bausch & Lomb Place,Rochester (US),122.2,401,20,1995,steel,hotel,2019-01-18T02:39:17Z
North America,1457,Helena,New York City (US),122.2,401,37,2005,concrete,residential,2019-01-18T02:39:17Z
North America,1458,One American Center,Austin (US),122.2,401,32,1984,concrete,office,2019-01-18T02:39:17Z
North America,1459,1441 Broadway,New York City (US),122.2,401,33,1930,steel,office,2019-01-18T02:39:17Z
North America,1460,The Mercer,Houston (US),122.1,400,30,2003,concrete,residential,2019-01-18T02:39:17Z
North America,1461,Citizen 360,New York City (US),122,400,34,2017,concrete,residential,2019-01-18T02:39:17Z
North America,1462,Symphony Honolulu,Honolulu (US),122,400,42,2016,concrete,residential,2019-01-18T02:39:17Z
North America,1462,Tiara Condominiums,Riviera Beach (US),122,400,42,1978,concrete,residential,2019-01-18T02:39:17Z
North America,1464,420 East Ohio,Chicago (US),122,400,41,1990,concrete,residential,2019-01-18T02:39:17Z
North America,1465,Nautilus,Toronto (CA),122,400,39,2012,concrete,residential,2019-01-18T02:39:17Z
North America,1465,Velocity at the Square,Toronto (CA),122,400,39,2017,concrete,residential,2019-01-18T02:39:17Z
North America,1467,Park Nuvo,Toronto (CA),122,400,36,2012,concrete,residential,2019-01-18T02:39:17Z
North America,1468,The Gooderham,Toronto (CA),122,400,35,2014,concrete,residential,2019-01-18T02:39:17Z
North America,1469,100 Van Ness,San Francisco (US),122,400,30,1974,steel,residential,2019-01-18T02:39:17Z
North America,1470,Edifice Sun Life Building,Montreal (CA),122,400,24,1931,steel,office,2019-01-18T02:39:17Z
North America,1471,Hawaiki Tower,Honolulu (US),121.9,400,45,1999,concrete,residential,2019-01-18T02:39:17Z
North America,1471,One Waterfront Tower - Makai,Honolulu (US),121.9,400,45,1990,concrete,residential,2019-01-18T02:39:17Z
North America,1471,One Waterfront Tower - Mauka,Honolulu (US),121.9,400,45,1990,concrete,residential,2019-01-18T02:39:17Z
North America,1474,Buckingham Plaza,Chicago (US),121.9,400,44,1982,concrete,residential,2019-01-18T02:39:17Z
North America,1475,4615 Center Boulevard,New York City (US),121.9,400,41,2013,concrete,residential,2019-01-18T02:39:17Z
North America,1476,Harbor Towers I,Boston (US),121.9,400,40,1971,concrete,residential,2019-01-18T02:39:17Z
North America,1476,Millennium Park Plaza,Chicago (US),121.9,400,40,1982,concrete,residential / office,2019-01-18T02:39:17Z
